time,open,high,low,close
1788909300,29502.5,29502.5,29484.4,29487.3
1788910200,29487.1,29491.4,29473.8,29479.1
1788911100,29478.9,29483.5,29462.8,29474.6
1788912000,29474.8,29533.2,29473.9,29511.5
1788912900,29511.3,29511.6,29489.1,29496.1
1788913800,29496.3,29511.9,29481.9,29509.3
1788914700,29509.2,29535.3,29504.2,29533.2
1788915600,29532.9,29554.6,29529.9,29546.7
1788916500,29546.9,29570.1,29541.8,29561.6
1788917400,29561.7,29581.3,29548.8,29564.8
1788918300,29564.6,29578.7,29553.9,29563.6
1788919200,29564.4,29584.7,29562.5,29566.8
1788920100,29566.6,29575.1,29554.6,29572
1788921000,29571.9,29596.8,29567.5,29592.6
1788921900,29592.8,29595.9,29577.5,29584.2
1788922800,29584,29586.8,29554.8,29563.2
1788923700,29563.1,29573.9,29560.5,29567.4
1788924600,29567.5,29575.9,29558.2,29560.3
1788925500,29560.2,29562.8,29533.4,29536.4
1788926400,29536.1,29560.1,29520,29528.1
1788927300,29528.3,29566.3,29526.3,29551.3
1788928200,29551.6,29578,29544.5,29574.5
1788929100,29574.4,29590.2,29570.2,29585.4
1788930000,29585.1,29589.4,29569,29577.4
1788930900,29576.9,29578.7,29539.5,29551.4
1788931800,29551.9,29563.4,29533.8,29549.7
1788932700,29549.6,29594.4,29545.7,29594.4
1788933600,29594.5,29603.8,29575.9,29603.1
1788934500,29602.6,29607.1,29560.5,29567.9
1788935400,29566.5,29588,29558.7,29583.9
1788936300,29583.6,29584.6,29551.9,29555
1788937200,29555.8,29584.5,29535.4,29545.9
1788938100,29545.6,29586.7,29529.4,29582.4
1788939000,29583.3,29586.5,29561.9,29567
1788939900,29567.4,29568.5,29538.3,29559.9
1788940800,29559.6,29581.9,29547.5,29556.6
1788941700,29557.3,29567.6,29538,29559.8
1788942600,29559,29565.5,29513,29515
1788943500,29515.4,29544.8,29511.6,29539
1788944400,29539.1,29548.8,29505.1,29521.7
1788945300,29521.8,29530.9,29487.6,29502.9
1788946200,29502.3,29513.1,29444.8,29452.9
1788947100,29453,29459.6,29363.3,29373.9
1788948000,29374,29398.8,29344.8,29370.4
1788948900,29368.4,29406,29355.6,29392
1788949800,29392.1,29404.9,29368.5,29370.7
1788950700,29371,29378.6,29341.5,29363.8
1788951600,29366.1,29403.6,29352.7,29379.2
1788952500,29380.1,29404,29349,29390.6
1788953400,29390.8,29391.6,29347.7,29349.4
1788954300,29349.5,29424.8,29349.3,29370.4
1788955200,29372.5,29374.7,29308.3,29309.2
1788956100,29309.5,29340.6,29307.6,29326.3
1788957000,29326.1,29359.1,29314.8,29353.5
1788957900,29353.4,29375.7,29353.4,29361
1788958800,29361.5,29381.3,29353.7,29375.1
1788959700,29375.8,29427.6,29371.2,29427
1788960600,29425.7,29474.5,29391.6,29450.4
1788961500,29450.8,29538.2,29428.9,29532.2
1788962400,29530.7,29565.9,29503.8,29537.3
1788963300,29536.6,29536.6,29435.6,29510.7
1788964200,29510.1,29519.2,29469.7,29512.5
1788965100,29512.3,29517.2,29478.8,29504.2
1788966000,29504.6,29535.7,29364.7,29375.6
1788966900,29375.9,29428.6,29333.8,29366.6
1788967800,29366.8,29455.9,29364.3,29411.7
1788968700,29412.5,29442.2,29399.5,29421.8
1788969600,29421.4,29435.7,29386.8,29392
1788970500,29391.9,29393.7,29364.1,29376.5
1788971400,29374.8,29429.7,29372.3,29429.7
1788972300,29430.4,29452.6,29415.4,29433.4
1788973200,29432.9,29456.5,29420.2,29452.4
1788974100,29452.2,29458.9,29424,29425
1788975000,29425.4,29437.1,29405.3,29430.5
1788975900,29430.4,29456.6,29430.4,29442
1788976800,29443.3,29446.9,29418.8,29418.8
1788977700,29418.3,29437.3,29412,29429.2
1788978600,29429.5,29444.5,29421.4,29440
1788979500,29440.4,29449.5,29422,29422.8
1788980400,29422.3,29430.1,29405.1,29423.2
1788981300,29423.1,29445.3,29423.1,29426.2
1788982200,29426,29431.5,29411.4,29421.6
1788983100,29421.1,29427.3,29394.5,29426.5
1788984000,29426.6,29426.9,29404.2,29418
1788984900,29419,29423.4,29415,29416.1
1788985800,29415.9,29427.3,29413.8,29421.6
1788986700,29422.8,29428.1,29415.7,29428.1
1788987600,29428.4,29428.9,29410.6,29416.2
1788988500,29416.3,29424.7,29415.4,29418.7
1788989400,29418.5,29421.3,29416.5,29419.9
1788990300,29420.1,29421.2,29413.4,29419.5
1788991200,29427.5,29441,29396.4,29397.9
1788992100,29398.9,29405.4,29393.8,29401.2
1788993000,29400.5,29408.2,29398.3,29402.5
1788993900,29402.6,29407.1,29395.7,29401.6
1788994800,29401.8,29402.9,29389.3,29391
1788995700,29390.4,29406.7,29387.4,29400.2
1788996600,29400.3,29403.4,29396,29401.6
1788997500,29402.6,29439.2,29397.3,29432.7
1788998400,29432.2,29450,29413.5,29420.8
1788999300,29420.3,29447.2,29419.7,29442.4
1789000200,29442.8,29445.4,29411.4,29428.4
1789001100,29427.6,29427.8,29379.6,29381.9
1789002000,29382.3,29398.6,29358,29370.6
1789002900,29370,29386.6,29342.5,29347.9
1789003800,29346.3,29376.1,29334.5,29371.6
1789004700,29371.9,29387,29354.6,29379.6
1789005600,29379.9,29383.8,29347.1,29367.4
1789006500,29367.8,29367.8,29342.7,29347.3
1789007400,29348.5,29392.4,29345.9,29383.9
1789008300,29384,29393.2,29375.2,29386.3
1789009200,29386.8,29405.5,29385.2,29388.9
1789010100,29389,29400.1,29357.9,29376.6
1789011000,29376.1,29388.3,29364.7,29383.7
1789011900,29383.9,29402.3,29381.4,29398.4
1789012800,29399.3,29407.2,29391.4,29400.1
1789013700,29400.3,29406.7,29393.2,29402.9
1789014600,29403,29418.7,29400.7,29406
1789015500,29406.5,29432.8,29405.4,29427.1
1789016400,29427.8,29438.1,29417.4,29433.8
1789017300,29433.6,29464.8,29423.6,29458.6
1789018200,29459.3,29469.6,29449.9,29456.2
1789019100,29457.8,29479.4,29433.8,29454.2
1789020000,29453.9,29461.4,29423.3,29425.5
1789020900,29425.8,29443.1,29407.8,29443.1
1789021800,29443.5,29457.5,29438.6,29449.7
1789022700,29449.6,29461,29436.6,29445
1789023600,29445.3,29447.6,29421.9,29440.3
1789024500,29441,29443.4,29403.4,29404.6
1789025400,29404.7,29415.5,29388.2,29415.2
1789026300,29415.3,29426.1,29405.2,29413.9
1789027200,29412.7,29428.8,29400.1,29403.1
1789028100,29403.5,29424.6,29395.7,29418.1
1789029000,29421.1,29426.2,29383.9,29388.4
1789029900,29389.2,29397.5,29374.8,29384.3
1789030800,29384,29401.2,29375.4,29387.4
1789031700,29387.3,29391.1,29365.7,29369.1
1789032600,29368.9,29368.9,29331.7,29363.3
1789033500,29363.4,29391.6,29360.8,29379.2
1789034400,29373.6,29389.4,29358.5,29367.7
1789035300,29367.5,29380.7,29357.3,29362.6
1789036200,29362.4,29374.6,29336,29361.3
1789037100,29361.2,29394.6,29336,29347.1
1789038000,29346.9,29347.8,29296,29315.1
1789038900,29314.8,29320.8,29303.3,29308
1789039800,29307.8,29335.4,29307.8,29317
1789040700,29318.3,29322.4,29234.5,29236.2
1789041600,29236.3,29250.8,29204.7,29229.1
1789042500,29229.2,29234.2,29182.1,29204.3
1789043400,29202,29220.7,29052.8,29074
1789044300,29074.5,29077.8,29012.6,29029.3
1789045200,29030.3,29068.6,29026.4,29040
1789046100,29040.4,29060.5,29015.7,29060.1
1789047000,29060.5,29168.8,29028.5,29108.4
1789047900,29109,29171.8,29060.5,29070.4
1789048800,29070,29147.5,29067.9,29111.1
1789049700,29111.2,29231.2,29082.2,29177.3
1789050600,29176.5,29244.7,29176.1,29208.1
1789051500,29207.3,29236.6,29179.6,29234.4
1789052400,29235.1,29235.7,29185.8,29218.6
1789053300,29218.2,29229.8,29171.7,29209.1
1789054200,29209.5,29245.7,29190.6,29224.7
1789055100,29225.2,29229.5,29160.9,29179.7
1789056000,29179.8,29205.8,29139.7,29155
1789056900,29155.2,29175.5,29138.4,29152.7
1789057800,29152.5,29189.2,29109.7,29181.8
1789058700,29181,29217.7,29180.2,29207.1
1789059600,29207.6,29240.1,29188,29201.8
1789060500,29201.5,29208.7,29176,29183.6
1789061400,29185,29191.6,29152.9,29177.8
1789062300,29177.9,29180.1,29158.4,29162.1
1789063200,29161.9,29175,29124.2,29136.2
1789064100,29135.8,29155.4,29125.3,29132.9
1789065000,29131.9,29150.8,29121.3,29147.6
1789065900,29147.2,29173,29125.2,29148.5
1789066800,29148.3,29148.9,29115.1,29132.5
1789067700,29131.4,29139,29111.9,29131.1
1789068600,29130,29140.7,29117.3,29130.7
1789069500,29131.5,29138.4,29095.1,29111.7
1789070400,29110.4,29129.3,29096.8,29123.6
1789071300,29123.9,29127.6,29113.5,29117.1
1789072200,29118.1,29125.1,29114.6,29122.9
1789073100,29123.7,29126.4,29097.3,29111.2
1789074000,29109.7,29140.8,29109.3,29138.7
1789074900,29138.5,29138.5,29125.7,29127.2
1789075800,29129.7,29131.7,29104.9,29107.5
1789076700,29107.6,29125.7,29107.5,29123.8
1789077600,29123.3,29134.7,29114.7,29121.4
1789078500,29121.3,29135.6,29096.7,29096.7
1789079400,29097.1,29103,29082.1,29086
1789080300,29085.8,29095.4,29077.2,29084.6
1789081200,29084.5,29094.8,29080.5,29089.9
1789082100,29090,29091.7,29075.3,29079.1
1789083000,29079.2,29090.3,29075.7,29085.2
1789083900,29084.8,29086.5,29039.1,29043.3
1789084800,29043.8,29104,29042,29087.6
1789085700,29088,29122,29074.8,29115
1789086600,29116.1,29144.2,29096.6,29101.5
1789087500,29101.4,29140.3,29100.4,29137.1
1789088400,29137.5,29147,29124.3,29127.9
1789089300,29128,29129.8,29102,29104.9
1789090200,29104.5,29116.1,29086.4,29099.5
1789091100,29099.6,29109.4,29082.3,29108.8
1789092000,29109.3,29117.8,29098.7,29111.5
