time,open,high,low,close
1766106000,4326.405,4328.655,4309.095,4323.32
1766109600,4323.365,4328.1,4314.175,4316.76
1766113200,4316.735,4322.55,4312.68,4318.12
1766116800,4318.145,4322.935,4317.05,4322.74
1766120400,4322.725,4328.97,4317.46,4325.97
1766124000,4326.015,4329.57,4321.63,4326.44
1766127600,4326.42,4329.665,4321.5,4322.61
1766131200,4322.615,4330.975,4321.085,4325.99
1766134800,4325.945,4333.67,4324.41,4329.585
1766138400,4329.555,4331.915,4322.6,4327.805
1766142000,4327.81,4329.57,4325.18,4327.375
1766145600,4327.43,4328.955,4320.775,4326.735
1766149200,4326.77,4335.705,4326.055,4328.365
1766152800,4328.325,4337.93,4319.83,4332.855
1766156400,4332.735,4349.29,4332.135,4347.91
1766160000,4347.905,4354.755,4342.155,4349.935
1766163600,4349.92,4355.99,4347.075,4353.555
1766167200,4353.495,4356.625,4343.155,4348.595
1766170800,4348.605,4350.635,4345.17,4345.295
1766174400,4345.26,4346.545,4336.875,4339.75
1766178000,4339.735,4340.36,4336.555,4338.765
1766358000,4340.905,4356.1,4339.9,4355.4
1766361600,4355.325,4366.56,4355.325,4365.165
1766365200,4365.275,4384.96,4361.375,4382.97
1766368800,4382.995,4388.84,4378.695,4386.07
1766372400,4386.055,4395.05,4384.415,4392.66
1766376000,4392.655,4401.115,4391.33,4398.525
1766379600,4398.38,4409.76,4396.865,4400.21
1766383200,4400.235,4420.16,4398.96,4419.47
1766386800,4419.455,4420.515,4410.41,4414.395
1766390400,4414.345,4415.08,4406.195,4408.28
1766394000,4408.265,4415.01,4408.02,4411.2
1766397600,4411.195,4416.055,4406.215,4408.79
1766401200,4408.765,4411.695,4406.06,4410.42
1766404800,4410.225,4416.04,4406.29,4415.81
1766408400,4415.83,4427.42,4412.73,4423.865
1766412000,4423.905,4429.665,4414.725,4419.445
1766415600,4419.455,4435.65,4411.945,4431.835
1766419200,4431.86,4442.21,4428.22,4438.72
1766422800,4438.725,4442.27,4431.995,4438.51
1766426400,4438.61,4438.995,4429.445,4435.465
1766430000,4435.46,4436.085,4429.005,4433.69
1766433600,4433.615,4439.27,4431.72,4438.715
1766437200,4438.695,4449.385,4438.525,4443.74
1766444400,4449.18,4461.66,4449.045,4460.145
1766448000,4460.095,4470.715,4458.16,4470.6
1766451600,4470.53,4490.69,4469.44,4486.675
1766455200,4486.66,4497.685,4481.38,4493.48
1766458800,4493.44,4496.78,4482.955,4486.725
1766462400,4486.765,4488.325,4478.86,4482.585
1766466000,4482.525,4485.695,4474.92,4475.335
1766469600,4475.245,4481.735,4469.5,4481.62
1766473200,4481.61,4489.88,4478.5,4486.855
1766476800,4486.81,4493.49,4484.73,4490.055
1766480400,4490.04,4491.36,4478.225,4480.5
1766484000,4480.545,4487.605,4479.56,4484.4
1766487600,4484.415,4494.315,4483.1,4493.655
1766491200,4493.625,4493.785,4483.275,4486.41
1766494800,4486.35,4497.635,4473.51,4479.36
1766498400,4479.425,4480.13,4441.5,4446.745
1766502000,4446.735,4459.415,4430.515,4458.395
